# co-doping HYPOTHESIS GENERATOR v2 (ML-assisted). NOT validated — co-doping 실측/계산 라벨 없음. 후보 제안용이며 예측기가 아님.
# method: ridge(47 single dopants, LOOCV lambda) coefficients transplanted to pair features + 8 physics interaction terms distilled from v1 heuristic (weighted ridge: listed 1.0 / unlisted~0 weight 0.1). ml_score = base_z + sum(v_j*inter_j); uncertainty = internal LOOCV-residual propagation only.
# columns: gap_min = min(gap_lit_eV) 문헌 큐레이션 값(우리 계산 갭 아님); air_max = HSAB 정성등급 큐레이션; transport_min = min(bvs_x005) BVS proxy(절대 σ 아님); joint_window_V = max(ox)-min(red) 상보 가정; window_gain = joint_window_V - max(단일 도펀트 창) — 0 이면 상보가 발동하지 않고 더 나은 한쪽 창을 그대로 물려받은 것(전체 1081쌍의 ~70%가 정확히 0).
# applicability domain (Sendek 2017 EES 10,306 §3.4 이식 — 열 3종 추가): ad_d = 47 도펀트 훈련셋 PCA-분산 정규화 중심거리(훈련 점들의 평균 = 1); ad_eps = leave-one-dopant-out 47 재적합 예측의 표준편차(모델 불안정성); ad_A = 적용영역 판정(1 = ad_d <= 2, 0 = 외삽 = 순위 신뢰 낮음). 역설계/champion 선정 시 ad_A=0 은 winner's curse 위험군으로 취급할 것.
rank,pairA,pairB,ml_score,uncertainty,joint_window_V,window_gain,transport_min,gap_min,air_max,top_interaction,tags,ad_d,ad_eps,ad_A
684,CoO,Sb2O5,-0.6817,0.651,0.363,0.000,0.9117,2.5,0.60,de_avg*joint_window,cross-group|collapse-member,0.802,0.183,1
685,Ag2O,Nd2O3,-0.6933,0.534,0.622,0.205,0.8694,1.3,1.00,group_cross*joint_window,anode<->cathode|cross-group|air-protect,2.236,0.082,0
686,Nb2O5,Nd2O3,-0.6940,0.646,0.543,0.141,0.9189,3.4,0.20,transport_min*blocking_max,anode<->cathode|cross-group,1.087,0.079,1
687,CrO3,NiO,-0.6955,0.328,0.411,0.000,0.8668,2.0,0.60,de_avg*joint_window,collapse-member,0.934,0.069,1
688,BaO,HfO2,-0.7016,0.095,0.829,0.075,0.8597,4.0,0.20,joint_window*gap_min,anode<->cathode|cross-group|weak-transport,1.200,0.079,1
689,NdF3,Ta2O5,-0.7059,0.264,0.509,0.107,0.8566,4.0,0.45,group_cross*joint_window,anode<->cathode|oxyfluoride|cross-group|weak-transport,0.876,0.043,1
690,MnO,NiO,-0.7078,0.807,0.083,0.044,0.8535,3.9,0.60,de_avg*joint_window,weak-transport|collapse-member,1.096,0.234,1
691,HfO2,ZrO2,-0.7083,0.134,0.754,0.000,0.8597,5.5,0.20,group_cross*joint_window,weak-transport,1.159,0.084,1
692,Li2O,MnO,-0.7113,0.291,0.898,0.000,0.8535,3.9,0.20,joint_window*gap_min,cross-group|weak-transport|collapse-member,1.220,0.043,1
693,MgF2,TiO2,-0.7140,0.136,0.797,0.000,0.8641,3.2,0.45,joint_window*gap_min,oxyfluoride|cross-group|weak-transport,1.258,0.067,1
694,MoO3,WO3,-0.7148,0.483,0.423,0.000,0.8419,2.7,0.20,joint_window*transport_min,weak-transport,0.778,0.124,1
695,ScF3,ZnO,-0.7155,0.224,0.834,0.000,0.8633,3.3,0.60,group_cross*joint_window,oxyfluoride|weak-transport,1.570,0.083,1
696,MgO,Sb2O5,-0.7183,0.406,0.735,0.000,0.9112,3.0,0.20,transport_min*blocking_max,cross-group,1.079,0.108,1
697,Ag2O,GeO2,-0.7194,1.027,0.518,0.000,0.8297,1.3,1.00,de_avg*joint_window,cross-group|air-protect|weak-transport,2.008,0.148,0
698,CaF2,Sb2O5,-0.7199,0.212,0.898,0.000,0.8774,3.0,0.45,joint_window*gap_min,oxyfluoride|cross-group,1.736,0.077,1
699,BaO,Nd2O3,-0.7236,0.282,0.553,0.151,0.8893,4.0,0.20,group_cross*joint_window,anode<->cathode|cross-group,1.168,0.099,1
700,ScF3,SnO2,-0.7250,0.262,0.834,0.000,0.8932,3.6,0.45,joint_window*gap_min,oxyfluoride|cross-group,1.513,0.069,1
701,NdF3,NiO,-0.7295,0.215,0.402,0.000,0.8566,4.0,0.60,de_avg*joint_window,oxyfluoride|cross-group|weak-transport|collapse-member,1.078,0.163,1
702,Li2O,Sb2O5,-0.7313,0.268,0.898,0.000,0.8828,3.0,0.20,joint_window*gap_min,cross-group,1.418,0.080,1
703,BaO,CoO,-0.7346,0.455,0.354,0.000,0.8893,2.5,0.60,de_avg*joint_window,cross-group|collapse-member,0.793,0.206,1
704,Li2O,ZrF4,-0.7365,0.289,0.898,0.000,0.8828,7.0,0.45,joint_window*transport_min,oxyfluoride|cross-group|insulating,1.159,0.066,1
705,CaO,ScF3,-0.7384,0.351,0.898,0.000,0.8932,7.0,0.45,joint_window*transport_min,oxyfluoride|cross-group|insulating,1.298,0.078,1
706,CrO3,ZrF4,-0.7396,0.283,0.427,0.016,0.8668,2.0,0.45,-de_avg*joint_window,oxyfluoride,0.855,0.066,1
707,GeO2,HfO2,-0.7472,0.496,0.898,0.144,0.8297,4.5,0.20,transport_min*blocking_max,anode<->cathode|cross-group|weak-transport,1.147,0.075,1
708,HfO2,MgF2,-0.7489,0.322,0.898,0.101,0.8597,5.7,0.45,air_max*gap_min,anode<->cathode|oxyfluoride|cross-group|weak-transport,1.551,0.080,1
709,Ag2O,Sb2O5,-0.7527,0.610,0.417,0.000,0.8694,1.3,1.00,de_avg*joint_window,cross-group|air-protect,1.576,0.120,1
710,CrO3,WO3,-0.7576,0.366,0.423,0.000,0.8668,2.0,0.20,air_max*gap_min,,0.682,0.076,1
711,MoO3,NiO,-0.7633,0.447,0.414,0.000,0.8419,3.0,0.60,joint_window*transport_min,weak-transport|collapse-member,1.057,0.121,1
712,HfO2,LiF,-0.7648,0.207,0.898,0.000,0.8597,5.7,0.45,disorder_max*dose_slope_min,oxyfluoride|cross-group|weak-transport,1.300,0.052,1
713,MoO3,TiO2,-0.7687,0.423,0.423,0.009,0.8419,3.0,0.20,joint_window*transport_min,weak-transport,0.675,0.095,1
714,MgF2,ZrF4,-0.7694,0.470,0.797,0.000,0.8699,9.0,0.45,air_max*gap_min,cross-group|insulating,1.232,0.116,1
715,LaF3,Li2O,-0.7701,0.317,0.898,0.000,0.8784,7.0,0.45,joint_window*transport_min,oxyfluoride|cross-group|insulating,1.001,0.059,1
716,LiF,MnO,-0.7748,0.280,0.898,0.000,0.8535,3.9,0.45,joint_window*gap_min,oxyfluoride|cross-group|weak-transport|collapse-member,1.425,0.047,1
717,TiF4,ZnO,-0.7748,0.151,0.575,0.000,0.8633,3.3,0.60,de_avg*joint_window,oxyfluoride|weak-transport,1.011,0.099,1
718,HfO2,SiO2,-0.7763,0.187,0.898,0.144,0.8597,5.7,0.20,transport_min*blocking_max,anode<->cathode|cross-group|weak-transport,1.258,0.053,1
719,La2O3,Sm2O3,-0.7795,0.537,0.501,0.000,0.8727,4.6,0.20,disorder_max*dose_slope_min,,0.929,0.116,1
720,ScF3,SrO,-0.7796,0.129,0.834,0.000,0.8737,6.0,0.45,air_max*gap_min,oxyfluoride|cross-group,1.284,0.047,1
721,Cu2O,Sb2O5,-0.7855,1.051,0.389,0.026,0.9106,2.1,1.00,de_avg*joint_window,cross-group|air-protect,1.455,0.213,1
722,La2O3,MgO,-0.7910,0.187,0.735,0.000,0.8727,5.5,0.20,joint_window*gap_min,cross-group,0.859,0.077,1
723,Nb2O5,SrO,-0.7947,0.360,0.344,0.001,0.8737,3.4,0.20,disorder_max*dose_slope_min,cross-group,0.899,0.088,1
724,MoO3,ZrO2,-0.7958,0.424,0.427,0.013,0.8419,3.0,0.20,joint_window*transport_min,weak-transport,0.808,0.095,1
725,Ag2O,NiO,-0.7976,0.701,0.417,0.000,0.8694,1.3,1.00,de_avg*joint_window,air-protect|collapse-member,1.306,0.121,1
726,Nb2O5,SnO2,-0.7986,0.574,0.423,0.000,0.9078,3.4,0.20,group_cross*joint_window,cross-group,0.696,0.139,1
727,LaF3,NiO,-0.7986,0.261,0.418,0.000,0.8784,4.0,0.60,de_avg*joint_window,oxyfluoride|cross-group|collapse-member,0.945,0.172,1
728,MgF2,Sb2O5,-0.7994,0.419,0.797,0.000,0.8699,3.0,0.45,joint_window*gap_min,oxyfluoride|cross-group,1.750,0.105,1
729,Fe2O3,Sb2O5,-0.8021,0.471,0.363,0.000,0.8827,2.2,0.20,group_cross*joint_window,cross-group|collapse-member,0.770,0.095,1
730,NdF3,TiO2,-0.8022,0.127,0.506,0.104,0.8566,3.2,0.45,de_avg*joint_window,anode<->cathode|oxyfluoride|cross-group|weak-transport,0.791,0.100,1
731,Fe2O3,SrO,-0.8030,0.368,0.343,0.000,0.8737,2.2,0.20,de_avg*joint_window,cross-group|collapse-member,1.215,0.124,1
732,V2O5,ZnO,-0.8035,0.143,0.575,0.000,0.8633,2.3,0.60,disorder_max*dose_slope_min,weak-transport,1.029,0.053,1
733,Cu2O,MoO3,-0.8064,0.799,0.414,0.000,0.8419,2.1,1.00,disorder_max*dose_slope_min,air-protect|weak-transport,1.462,0.124,1
734,Sb2O5,ZrO2,-0.8077,0.705,0.427,0.064,0.9159,3.0,0.20,group_cross*joint_window,anode<->cathode|cross-group,0.697,0.149,1
735,SiO2,TiO2,-0.8117,0.116,0.726,0.000,0.8641,3.2,0.20,joint_window*gap_min,cross-group|weak-transport,0.968,0.092,1
736,CoO,MoO3,-0.8166,0.398,0.414,0.000,0.8419,2.5,0.60,joint_window*transport_min,weak-transport|collapse-member,0.748,0.102,1
737,BaO,ZrO2,-0.8172,0.429,0.358,0.004,0.8893,4.0,0.20,de_avg*joint_window,cross-group,0.672,0.199,1
738,Sm2O3,TiO2,-0.8241,0.163,0.536,0.035,0.8641,3.2,0.20,group_cross*joint_window,cross-group|weak-transport,1.215,0.075,1
739,CaO,NdF3,-0.8301,0.255,0.898,0.000,0.8566,7.0,0.45,air_max*gap_min,oxyfluoride|cross-group|insulating|weak-transport,1.015,0.058,1
740,Al2O3,CaF2,-0.8303,0.383,0.898,0.000,0.8756,8.8,0.45,air_max*gap_min,oxyfluoride|cross-group|insulating,1.558,0.089,1
741,BaO,La2O3,-0.8349,0.158,0.548,0.178,0.8727,4.0,0.20,group_cross*joint_window,anode<->cathode|cross-group,0.659,0.096,1
742,CoO,WO3,-0.8365,0.272,0.423,0.000,0.8680,2.5,0.60,-group_cross*joint_window,collapse-member,0.681,0.054,1
743,SnO2,ZrO2,-0.8388,0.812,0.427,0.004,0.9078,3.6,0.20,de_avg*joint_window,cross-group,0.857,0.234,1
744,MgO,NdF3,-0.8486,0.127,0.735,0.000,0.8566,7.8,0.45,air_max*gap_min,oxyfluoride|cross-group|insulating|weak-transport,1.001,0.078,1
745,CaF2,HfO2,-0.8540,0.176,0.898,0.000,0.8597,5.7,0.45,air_max*gap_min,oxyfluoride|cross-group|weak-transport,1.043,0.061,1
746,AlF3,TiO2,-0.8557,0.205,0.768,0.000,0.8427,3.2,0.45,joint_window*gap_min,oxyfluoride|cross-group|weak-transport,1.441,0.086,1
747,TiO2,WO3,-0.8571,0.293,0.423,0.000,0.8641,2.7,0.20,air_max*gap_min,weak-transport,0.623,0.056,1
748,MoO3,Nb2O5,-0.8588,0.534,0.414,0.000,0.8419,3.0,0.20,disorder_max*dose_slope_min,weak-transport,0.753,0.139,1
749,CaO,SrO,-0.8611,0.534,0.898,0.000,0.8737,6.0,0.20,disorder_max*dose_slope_min,,1.114,0.088,1
750,CoO,CrO3,-0.8628,0.317,0.411,0.000,0.8668,2.0,0.60,de_avg*joint_window,collapse-member,0.799,0.065,1
751,Fe2O3,WO3,-0.8628,0.367,0.423,0.000,0.8680,2.2,0.20,air_max*gap_min,collapse-member,0.847,0.077,1
752,BaO,Fe2O3,-0.8641,0.456,0.354,0.000,0.8827,2.2,0.20,group_cross*joint_window,cross-group|collapse-member,1.207,0.130,1
753,CoO,MgF2,-0.8656,0.202,0.797,0.000,0.8699,2.5,0.60,joint_window*gap_min,oxyfluoride|cross-group|collapse-member,1.406,0.058,1
754,CrO3,TiO2,-0.8690,0.341,0.423,0.012,0.8641,2.0,0.20,air_max*gap_min,weak-transport,0.837,0.068,1
755,TiF4,ZrF4,-0.8695,0.688,0.311,0.004,0.8729,7.0,0.45,joint_window*gap_min,insulating,0.815,0.210,1
756,MgF2,ZnO,-0.8707,0.232,0.797,0.000,0.8633,3.3,0.60,disorder_max*dose_slope_min,oxyfluoride|cross-group|weak-transport,1.325,0.064,1
757,YF3,ZnO,-0.8805,0.239,0.848,0.000,0.8633,3.3,0.60,group_cross*joint_window,oxyfluoride|weak-transport,1.530,0.081,1
758,BaO,YF3,-0.8805,0.159,0.848,0.000,0.8824,4.0,0.45,joint_window*gap_min,oxyfluoride|cross-group,1.136,0.059,1
759,Cu2O,GeO2,-0.8851,0.887,0.518,0.000,0.8297,2.1,1.00,de_avg*joint_window,cross-group|air-protect|weak-transport,1.679,0.146,1
760,CaF2,ZrF4,-0.8887,0.406,0.898,0.000,0.8774,9.0,0.45,air_max*gap_min,cross-group|insulating,1.149,0.099,1
761,MnO,Nd2O3,-0.8896,0.284,0.402,0.000,0.8535,3.9,0.20,group_cross*joint_window,cross-group|weak-transport|collapse-member,1.583,0.054,1
762,SiO2,ZrO2,-0.8918,0.182,0.726,0.000,0.8684,5.5,0.20,joint_window*gap_min,cross-group,0.891,0.073,1
763,Sb2O5,SnO2,-0.8923,0.668,0.423,0.000,0.9078,3.0,0.20,de_avg*joint_window,,0.863,0.143,1
764,WO3,ZrO2,-0.8952,0.304,0.427,0.004,0.8680,2.7,0.20,air_max*gap_min,,0.718,0.052,1
765,Ag2O,ScF3,-0.8968,0.619,0.834,0.000,0.8694,1.3,1.00,joint_window*gap_min,oxyfluoride|air-protect,2.166,0.093,0
766,NiO,YF3,-0.8968,0.318,0.848,0.000,0.8824,4.0,0.60,group_cross*joint_window,oxyfluoride|collapse-member,1.403,0.084,1
767,NdF3,Sm2O3,-0.8980,0.268,0.501,0.000,0.8566,4.6,0.45,joint_window*gap_min,oxyfluoride|weak-transport,1.369,0.062,1
768,Ag2O,La2O3,-0.9039,0.542,0.617,0.200,0.8694,1.3,1.00,group_cross*joint_window,anode<->cathode|cross-group|air-protect,1.657,0.084,1
769,AlF3,SnO2,-0.9047,0.219,0.768,0.000,0.8427,3.6,0.45,joint_window*gap_min,oxyfluoride|weak-transport,1.786,0.089,1
770,CaO,Ga2O3,-0.9057,0.403,1.114,0.216,0.8552,4.8,0.20,transport_min*blocking_max,anode<->cathode|cross-group|weak-transport,1.059,0.106,1
771,CaF2,LaF3,-0.9096,0.517,0.898,0.000,0.8774,10.0,0.45,air_max*gap_min,cross-group|insulating,1.409,0.119,1
772,NdF3,ZrO2,-0.9155,0.284,0.402,0.000,0.8566,5.5,0.45,joint_window*gap_min,oxyfluoride|cross-group|weak-transport,0.833,0.148,1
773,BaO,MgF2,-0.9190,0.217,0.797,0.000,0.8699,4.0,0.45,group_cross*joint_window,oxyfluoride,1.539,0.071,1
774,AlF3,CoO,-0.9198,0.288,0.768,0.000,0.8427,2.5,0.60,joint_window*gap_min,oxyfluoride|cross-group|weak-transport|collapse-member,1.619,0.081,1
775,Na2O,Ta2O5,-0.9199,0.223,0.343,0.000,0.8624,4.0,0.20,group_cross*joint_window,cross-group|weak-transport,1.138,0.072,1
776,CrO3,Fe2O3,-0.9203,0.365,0.411,0.000,0.8668,2.0,0.20,air_max*gap_min,collapse-member,0.850,0.069,1
777,Ag2O,ZrF4,-0.9242,0.614,0.427,0.010,0.8694,1.3,1.00,de_avg*joint_window,oxyfluoride|air-protect,1.448,0.105,1
778,AlF3,TiF4,-0.9277,0.322,0.768,0.000,0.8427,7.0,0.45,air_max*gap_min,cross-group|insulating|weak-transport,1.248,0.084,1
779,Al2O3,MgO,-0.9316,0.264,0.768,0.000,0.8756,7.8,0.20,joint_window*transport_min,cross-group|insulating,0.803,0.050,1
780,CrO3,ZrO2,-0.9341,0.333,0.427,0.016,0.8668,2.0,0.20,air_max*gap_min,,0.819,0.059,1
781,SiO2,ZnO,-0.9385,0.137,0.726,0.000,0.8633,3.3,0.60,disorder_max*dose_slope_min,cross-group|weak-transport,1.148,0.080,1
782,LiF,ZrF4,-0.9412,0.459,0.898,0.000,0.8889,9.0,0.45,joint_window*transport_min,cross-group|insulating,1.152,0.112,1
783,MnO,TiF4,-0.9421,0.457,0.307,0.000,0.8535,3.9,0.45,de_avg*joint_window,oxyfluoride|weak-transport|collapse-member,0.849,0.111,1
784,CrO3,MoO3,-0.9424,0.535,0.414,0.000,0.8419,2.0,0.20,joint_window*transport_min,weak-transport,0.786,0.096,1
785,SnO2,V2O5,-0.9433,0.293,0.423,0.000,0.8693,2.3,0.20,group_cross*joint_window,cross-group,0.783,0.100,1
786,LaF3,ZrO2,-0.9447,0.338,0.418,0.000,0.8784,5.5,0.45,joint_window*gap_min,oxyfluoride|cross-group,0.821,0.159,1
787,Fe2O3,Sm2O3,-0.9451,0.335,0.501,0.000,0.8759,2.2,0.20,group_cross*joint_window,cross-group|collapse-member,1.741,0.058,1
788,Sb2O5,Ta2O5,-0.9452,0.401,0.423,0.060,0.8766,3.0,0.20,group_cross*joint_window,anode<->cathode|cross-group,0.843,0.068,1
789,HfO2,Li2O,-0.9502,0.174,0.898,0.000,0.8597,5.7,0.20,transport_min*blocking_max,cross-group|weak-transport,1.095,0.040,1
790,Cu2O,SnO2,-0.9514,0.985,0.423,0.000,0.9078,2.1,1.00,de_avg*joint_window,cross-group|air-protect,1.355,0.230,1
791,BaO,CaO,-0.9589,0.415,0.898,0.000,0.8893,4.0,0.20,group_cross*joint_window,,1.136,0.061,1
792,AlF3,NiO,-0.9601,0.259,0.768,0.000,0.8427,4.0,0.60,joint_window*gap_min,oxyfluoride|cross-group|weak-transport|collapse-member,1.539,0.079,1
793,Ag2O,CoO,-0.9610,0.678,0.417,0.000,0.8694,1.3,1.00,de_avg*joint_window,air-protect|collapse-member,1.201,0.113,1
794,CaO,ZrO2,-0.9614,0.811,0.898,0.000,0.9159,5.5,0.20,joint_window*transport_min,cross-group,0.833,0.087,1
795,Nb2O5,Sb2O5,-0.9644,0.866,0.402,0.039,0.9203,3.0,0.20,disorder_max*dose_slope_min,cross-group,0.725,0.130,1
796,CaO,Cu2O,-0.9656,1.145,0.898,0.000,0.9106,2.1,1.00,disorder_max*dose_slope_min,cross-group|air-protect,1.890,0.167,1
797,Sm2O3,ZrO2,-0.9673,0.249,0.501,0.000,0.8759,4.6,0.20,joint_window*gap_min,cross-group,1.143,0.073,1
798,Ga2O3,MgO,-0.9698,0.274,0.951,0.173,0.8552,4.8,0.20,transport_min*blocking_max,anode<->cathode|cross-group|weak-transport,0.957,0.051,1
799,CoO,SiO2,-0.9729,0.137,0.726,0.000,0.8684,2.5,0.60,joint_window*gap_min,cross-group|collapse-member,1.147,0.073,1
800,CoO,HfO2,-0.9734,0.167,0.754,0.000,0.8597,2.5,0.60,joint_window*gap_min,weak-transport|collapse-member,1.448,0.092,1
801,NiO,Sm2O3,-0.9781,0.244,0.501,0.000,0.8759,4.0,0.60,group_cross*joint_window,cross-group|collapse-member,1.504,0.104,1
802,AlF3,BaO,-0.9790,0.196,0.768,0.000,0.8427,4.0,0.45,joint_window*gap_min,oxyfluoride|cross-group|weak-transport,1.498,0.077,1
803,CaO,TiF4,-0.9805,0.283,0.898,0.000,0.8729,7.0,0.45,disorder_max*dose_slope_min,oxyfluoride|cross-group|insulating,1.181,0.057,1
804,Al2O3,Li2O,-0.9884,0.302,0.898,0.000,0.8756,7.0,0.20,joint_window*transport_min,cross-group|insulating,0.987,0.073,1
805,SiO2,TiF4,-0.9902,0.157,0.726,0.000,0.8684,7.0,0.45,air_max*gap_min,oxyfluoride|cross-group|insulating,1.015,0.084,1
806,MgF2,ZrO2,-0.9906,0.369,0.797,0.000,0.8699,5.5,0.45,air_max*gap_min,oxyfluoride|cross-group,1.187,0.090,1
807,CaO,CoO,-0.9927,0.621,0.898,0.000,0.9117,2.5,0.60,joint_window*gap_min,cross-group|collapse-member,1.250,0.078,1
808,AlF3,SrO,-0.9983,0.193,0.768,0.000,0.8427,6.0,0.45,air_max*gap_min,oxyfluoride|cross-group|weak-transport,1.333,0.069,1
809,CaO,TiO2,-1.0030,0.237,0.898,0.000,0.8641,3.2,0.20,joint_window*gap_min,cross-group|weak-transport,1.059,0.060,1
810,HfO2,Na2O,-1.0211,0.134,0.818,0.064,0.8597,5.0,0.20,disorder_max*dose_slope_min,anode<->cathode|cross-group|weak-transport,1.224,0.053,1
811,Ag2O,CrO3,-1.0224,0.624,0.417,0.000,0.8668,1.3,1.00,de_avg*joint_window,air-protect,1.370,0.107,1
812,NdF3,V2O5,-1.0314,0.210,0.524,0.122,0.8566,2.3,0.45,group_cross*joint_window,anode<->cathode|oxyfluoride|cross-group|weak-transport,0.842,0.049,1
813,La2O3,TiF4,-1.0349,0.262,0.501,0.131,0.8727,5.5,0.45,joint_window*gap_min,anode<->cathode|oxyfluoride|cross-group,0.930,0.100,1
814,Cu2O,Sm2O3,-1.0352,0.557,0.501,0.000,0.8759,2.1,1.00,disorder_max*dose_slope_min,cross-group|air-protect,1.885,0.113,1
815,Na2O,V2O5,-1.0363,0.361,0.343,0.000,0.8624,2.3,0.20,group_cross*joint_window,cross-group|weak-transport,0.979,0.103,1
816,Sb2O5,V2O5,-1.0403,0.392,0.404,0.041,0.8693,2.3,0.20,disorder_max*dose_slope_min,cross-group,0.756,0.072,1
817,AlF3,SiO2,-1.0430,0.249,0.768,0.000,0.8427,9.0,0.45,group_cross*joint_window,oxyfluoride|insulating|weak-transport,1.559,0.082,1
818,MgF2,ScF3,-1.0506,0.336,0.834,0.000,0.8699,10.0,0.45,air_max*gap_min,cross-group|insulating,1.695,0.080,1
819,BaO,Cu2O,-1.0514,0.699,0.354,0.000,0.8893,2.1,1.00,de_avg*joint_window,cross-group|air-protect,1.463,0.202,1
820,Al2O3,LiF,-1.0530,0.389,0.898,0.000,0.8756,8.8,0.45,air_max*gap_min,oxyfluoride|cross-group|insulating,1.061,0.094,1
821,AlF3,ZnO,-1.0561,0.267,0.768,0.000,0.8427,3.3,0.60,joint_window*gap_min,oxyfluoride|cross-group|weak-transport,1.745,0.076,1
822,Ag2O,WO3,-1.0563,0.607,0.423,0.000,0.8680,1.3,1.00,de_avg*joint_window,air-protect,1.449,0.116,1
823,NiO,TiO2,-1.0569,0.477,0.307,0.000,0.8641,3.2,0.60,de_avg*joint_window,weak-transport|collapse-member,0.837,0.145,1
824,HfO2,MgO,-1.0581,0.161,0.898,0.144,0.8597,5.7,0.20,transport_min*blocking_max,anode<->cathode|cross-group|weak-transport,1.213,0.041,1
825,GeO2,SiO2,-1.0601,0.442,0.726,0.000,0.8297,4.5,0.20,transport_min*blocking_max,weak-transport,1.525,0.081,1
826,Ag2O,ZnO,-1.0626,0.562,0.575,0.000,0.8633,1.3,1.00,de_avg*joint_window,air-protect|weak-transport,1.288,0.090,1
827,Ag2O,YF3,-1.0698,0.634,0.848,0.000,0.8694,1.3,1.00,joint_window*gap_min,oxyfluoride|air-protect,2.077,0.095,0
828,Nd2O3,Ta2O5,-1.0705,0.387,0.509,0.107,0.8766,4.0,0.20,group_cross*joint_window,anode<->cathode|cross-group,1.108,0.054,1
829,BaO,SiO2,-1.0713,0.136,0.726,0.000,0.8684,4.0,0.20,joint_window*gap_min,cross-group,1.049,0.081,1
830,MoO3,TiF4,-1.0812,0.467,0.423,0.009,0.8419,3.0,0.45,joint_window*transport_min,oxyfluoride|weak-transport,1.096,0.076,1
831,Fe2O3,MoO3,-1.0835,0.577,0.414,0.000,0.8419,2.2,0.20,joint_window*transport_min,weak-transport|collapse-member,1.057,0.097,1
832,NiO,SiO2,-1.0943,0.169,0.726,0.000,0.8684,4.0,0.60,joint_window*gap_min,cross-group|collapse-member,1.043,0.080,1
833,CoO,Sm2O3,-1.0944,0.182,0.501,0.000,0.8759,2.5,0.60,group_cross*joint_window,cross-group|collapse-member,1.435,0.069,1
834,SiO2,SnO2,-1.0945,0.186,0.726,0.000,0.8684,3.6,0.20,joint_window*gap_min,,0.959,0.089,1
835,Ag2O,MoO3,-1.0974,0.848,0.417,0.000,0.8419,1.3,1.00,de_avg*joint_window,air-protect|weak-transport,1.558,0.151,1
836,AlF3,ScF3,-1.1019,0.395,0.834,0.000,0.8427,10.0,0.45,air_max*gap_min,cross-group|insulating|weak-transport,1.125,0.084,1
837,Na2O,YF3,-1.1040,0.217,0.848,0.000,0.8624,5.0,0.45,disorder_max*dose_slope_min,oxyfluoride|cross-group|weak-transport,1.411,0.055,1
838,Ag2O,MgF2,-1.1152,0.615,0.797,0.000,0.8694,1.3,1.00,disorder_max*dose_slope_min,oxyfluoride|cross-group|air-protect,1.934,0.097,1
839,Cu2O,ZnO,-1.1192,0.404,0.575,0.000,0.8633,2.1,1.00,de_avg*joint_window,air-protect|weak-transport,1.418,0.086,1
840,Nd2O3,TiF4,-1.1218,0.230,0.506,0.104,0.8729,4.7,0.45,joint_window*gap_min,anode<->cathode|oxyfluoride|cross-group,1.300,0.075,1
841,HfO2,NiO,-1.1284,0.197,0.754,0.000,0.8597,4.0,0.60,joint_window*gap_min,weak-transport|collapse-member,1.492,0.095,1
842,CaF2,Ga2O3,-1.1287,0.385,1.114,0.216,0.8552,4.8,0.45,air_max*gap_min,anode<->cathode|oxyfluoride|cross-group|weak-transport,1.333,0.087,1
843,CaF2,ZrO2,-1.1295,0.236,0.898,0.000,0.8774,5.5,0.45,joint_window*transport_min,oxyfluoride|cross-group,1.219,0.042,1
844,LaF3,LiF,-1.1317,0.529,0.898,0.000,0.8784,10.0,0.45,air_max*gap_min,cross-group|insulating,0.935,0.127,1
845,Ag2O,Cu2O,-1.1359,0.692,0.417,0.000,0.8694,1.3,1.00,de_avg*joint_window,air-protect,1.293,0.118,1
846,Na2O,ScF3,-1.1371,0.142,0.834,0.000,0.8624,5.0,0.45,air_max*gap_min,oxyfluoride|cross-group|weak-transport,1.614,0.044,1
847,Nd2O3,TiO2,-1.1372,0.181,0.506,0.104,0.8641,3.2,0.20,group_cross*joint_window,anode<->cathode|cross-group|weak-transport,1.311,0.069,1
848,Ag2O,TiO2,-1.1444,0.658,0.423,0.006,0.8641,1.3,1.00,de_avg*joint_window,air-protect|weak-transport,1.323,0.106,1
849,MnO,Nb2O5,-1.1464,0.455,0.323,0.000,0.8535,3.4,0.20,joint_window*transport_min,weak-transport|collapse-member,0.902,0.122,1
850,Nb2O5,WO3,-1.1564,0.447,0.423,0.000,0.8680,2.7,0.20,air_max*gap_min,,0.655,0.122,1
851,AlF3,MgF2,-1.1675,0.339,0.797,0.000,0.8427,11.0,0.45,air_max*gap_min,cross-group|insulating|weak-transport,1.538,0.071,1
852,ScF3,SiO2,-1.1705,0.273,0.834,0.000,0.8684,9.0,0.45,air_max*gap_min,oxyfluoride|cross-group|insulating,1.509,0.066,1
853,TiF4,WO3,-1.1741,0.280,0.423,0.000,0.8680,2.7,0.45,air_max*gap_min,oxyfluoride,0.795,0.061,1
854,SrO,Ta2O5,-1.1750,0.318,0.343,0.000,0.8737,4.0,0.20,group_cross*joint_window,cross-group,1.018,0.067,1
855,SnO2,YF3,-1.1757,0.260,0.848,0.000,0.8824,3.6,0.45,joint_window*gap_min,oxyfluoride|cross-group,1.535,0.063,1
856,Ag2O,Fe2O3,-1.1761,0.622,0.417,0.000,0.8694,1.3,1.00,de_avg*joint_window,air-protect|collapse-member,1.356,0.111,1
857,MgO,TiF4,-1.1763,0.108,0.735,0.000,0.8729,7.0,0.45,air_max*gap_min,oxyfluoride|cross-group|insulating,0.992,0.076,1
