"# Cronau 2021 ACS Energy Lett. 6, 3072 — SI (nz1c01299_si_001.pdf) figure readout. ALL VALUES DIGITIZED (not stated in text). tools/litdb/cronau2021_si_digitize.py"
figure,panel,material,class,series,x_name,x_value,x_unit,y_name,y_value,y_unit,fit_cost,own_px,flag,provenance
S2,S2c,uC-Li6PS5Cl,uC,fab 194.69 MPa,stack_pressure,77.89,MPa,sigma_ion,2.65277e-03,S/cm,50,8,occluded,digitized
S2,S2c,uC-Li6PS5Cl,uC,fab 194.69 MPa,stack_pressure,87.76,MPa,sigma_ion,2.70362e-03,S/cm,39,56,ok,digitized
S2,S2c,uC-Li6PS5Cl,uC,fab 194.69 MPa,stack_pressure,97.06,MPa,sigma_ion,2.73788e-03,S/cm,33,69,ok,digitized
S2,S2c,uC-Li6PS5Cl,uC,fab 194.69 MPa,stack_pressure,194.54,MPa,sigma_ion,2.96663e-03,S/cm,0,15,occluded,digitized
S2,S2c,uC-Li6PS5Cl,uC,fab 292.03 MPa,stack_pressure,1.01,MPa,sigma_ion,1.09760e-04,S/cm,1,37,ok,digitized
S2,S2c,uC-Li6PS5Cl,uC,fab 292.03 MPa,stack_pressure,19.29,MPa,sigma_ion,1.02764e-03,S/cm,0,63,ok,digitized
S2,S2c,uC-Li6PS5Cl,uC,fab 292.03 MPa,stack_pressure,29.07,MPa,sigma_ion,1.33519e-03,S/cm,0,61,ok,digitized
S2,S2c,uC-Li6PS5Cl,uC,fab 292.03 MPa,stack_pressure,38.73,MPa,sigma_ion,1.58385e-03,S/cm,0,59,ok,digitized
S2,S2c,uC-Li6PS5Cl,uC,fab 292.03 MPa,stack_pressure,48.61,MPa,sigma_ion,1.81448e-03,S/cm,0,61,ok,digitized
S2,S2c,uC-Li6PS5Cl,uC,fab 292.03 MPa,stack_pressure,58.33,MPa,sigma_ion,2.04032e-03,S/cm,0,66,ok,digitized
S2,S2c,uC-Li6PS5Cl,uC,fab 292.03 MPa,stack_pressure,68.03,MPa,sigma_ion,2.22353e-03,S/cm,0,68,ok,digitized
S2,S2c,uC-Li6PS5Cl,uC,fab 292.03 MPa,stack_pressure,77.71,MPa,sigma_ion,2.36815e-03,S/cm,9,65,ok,digitized
S2,S2c,uC-Li6PS5Cl,uC,fab 292.03 MPa,stack_pressure,87.42,MPa,sigma_ion,2.47742e-03,S/cm,30,64,ok,digitized
S2,S2c,uC-Li6PS5Cl,uC,fab 292.03 MPa,stack_pressure,97.27,MPa,sigma_ion,2.56474e-03,S/cm,17,61,ok,digitized
S2,S2c,uC-Li6PS5Cl,uC,fab 292.03 MPa,stack_pressure,145.82,MPa,sigma_ion,2.88369e-03,S/cm,0,38,ok,digitized
S2,S2c,uC-Li6PS5Cl,uC,fab 292.03 MPa,stack_pressure,194.56,MPa,sigma_ion,2.99129e-03,S/cm,0,62,ok,digitized
S2,S2c,uC-Li6PS5Cl,uC,fab 292.03 MPa,stack_pressure,243.22,MPa,sigma_ion,3.01481e-03,S/cm,0,65,ok,digitized
S2,S2c,uC-Li6PS5Cl,uC,fab 292.03 MPa,stack_pressure,291.94,MPa,sigma_ion,3.04474e-03,S/cm,0,64,ok,digitized
S2,S2c,uC-Li6PS5Cl,uC,fab 389.30 MPa,stack_pressure,2.14,MPa,sigma_ion,4.24634e-04,S/cm,7,9,occluded,digitized
S2,S2c,uC-Li6PS5Cl,uC,fab 389.30 MPa,stack_pressure,2.20,MPa,sigma_ion,4.03919e-04,S/cm,4,8,occluded,digitized
S2,S2c,uC-Li6PS5Cl,uC,fab 389.30 MPa,stack_pressure,7.58,MPa,sigma_ion,6.87216e-04,S/cm,76,74,neighbor_overlap,digitized
S2,S2c,uC-Li6PS5Cl,uC,fab 389.30 MPa,stack_pressure,8.63,MPa,sigma_ion,7.27929e-04,S/cm,81,74,neighbor_overlap,digitized
S2,S2c,uC-Li6PS5Cl,uC,fab 389.30 MPa,stack_pressure,9.65,MPa,sigma_ion,7.68155e-04,S/cm,45,73,neighbor_overlap,digitized
S2,S2c,uC-Li6PS5Cl,uC,fab 389.30 MPa,stack_pressure,19.30,MPa,sigma_ion,1.34375e-03,S/cm,0,64,ok,digitized
S2,S2c,uC-Li6PS5Cl,uC,fab 389.30 MPa,stack_pressure,29.01,MPa,sigma_ion,1.73405e-03,S/cm,0,64,ok,digitized
S2,S2c,uC-Li6PS5Cl,uC,fab 389.30 MPa,stack_pressure,38.74,MPa,sigma_ion,2.00851e-03,S/cm,0,65,ok,digitized
S2,S2c,uC-Li6PS5Cl,uC,fab 389.30 MPa,stack_pressure,48.67,MPa,sigma_ion,2.22350e-03,S/cm,0,65,ok,digitized
S2,S2c,uC-Li6PS5Cl,uC,fab 389.30 MPa,stack_pressure,58.37,MPa,sigma_ion,2.39754e-03,S/cm,0,66,ok,digitized
S2,S2c,uC-Li6PS5Cl,uC,fab 389.30 MPa,stack_pressure,68.01,MPa,sigma_ion,2.54616e-03,S/cm,6,64,ok,digitized
S2,S2c,uC-Li6PS5Cl,uC,fab 389.30 MPa,stack_pressure,77.79,MPa,sigma_ion,2.66987e-03,S/cm,16,65,ok,digitized
S2,S2c,uC-Li6PS5Cl,uC,fab 389.30 MPa,stack_pressure,87.39,MPa,sigma_ion,2.77971e-03,S/cm,30,63,ok,digitized
S2,S2c,uC-Li6PS5Cl,uC,fab 389.30 MPa,stack_pressure,97.21,MPa,sigma_ion,2.87090e-03,S/cm,16,63,ok,digitized
S2,S2c,uC-Li6PS5Cl,uC,fab 389.30 MPa,stack_pressure,145.93,MPa,sigma_ion,3.26462e-03,S/cm,0,62,ok,digitized
S2,S2c,uC-Li6PS5Cl,uC,fab 389.30 MPa,stack_pressure,194.63,MPa,sigma_ion,3.41447e-03,S/cm,0,63,ok,digitized
S2,S2c,uC-Li6PS5Cl,uC,fab 389.30 MPa,stack_pressure,243.19,MPa,sigma_ion,3.45857e-03,S/cm,0,65,ok,digitized
S2,S2c,uC-Li6PS5Cl,uC,fab 389.30 MPa,stack_pressure,291.87,MPa,sigma_ion,3.44088e-03,S/cm,0,69,ok,digitized
S2,S2c,uC-Li6PS5Cl,uC,fab 389.30 MPa,stack_pressure,389.33,MPa,sigma_ion,3.39101e-03,S/cm,0,67,ok,digitized
S2,S2c,uC-Li6PS5Cl,uC,fab 486.73 MPa,stack_pressure,1.14,MPa,sigma_ion,1.72085e-04,S/cm,41,68,neighbor_overlap,digitized
S2,S2c,uC-Li6PS5Cl,uC,fab 486.73 MPa,stack_pressure,2.23,MPa,sigma_ion,2.43608e-04,S/cm,86,67,neighbor_overlap,digitized
S2,S2c,uC-Li6PS5Cl,uC,fab 486.73 MPa,stack_pressure,2.78,MPa,sigma_ion,2.95523e-04,S/cm,90,69,neighbor_overlap,digitized
S2,S2c,uC-Li6PS5Cl,uC,fab 486.73 MPa,stack_pressure,4.34,MPa,sigma_ion,3.74127e-04,S/cm,93,73,neighbor_overlap,digitized
S2,S2c,uC-Li6PS5Cl,uC,fab 486.73 MPa,stack_pressure,5.43,MPa,sigma_ion,4.27509e-04,S/cm,99,69,neighbor_overlap,digitized
S2,S2c,uC-Li6PS5Cl,uC,fab 486.73 MPa,stack_pressure,6.49,MPa,sigma_ion,4.68094e-04,S/cm,100,69,neighbor_overlap,digitized
S2,S2c,uC-Li6PS5Cl,uC,fab 486.73 MPa,stack_pressure,8.63,MPa,sigma_ion,5.39379e-04,S/cm,76,69,neighbor_overlap,digitized
S2,S2c,uC-Li6PS5Cl,uC,fab 486.73 MPa,stack_pressure,19.34,MPa,sigma_ion,9.37985e-04,S/cm,0,63,ok,digitized
S2,S2c,uC-Li6PS5Cl,uC,fab 486.73 MPa,stack_pressure,29.00,MPa,sigma_ion,1.23927e-03,S/cm,0,65,ok,digitized
S2,S2c,uC-Li6PS5Cl,uC,fab 486.73 MPa,stack_pressure,38.69,MPa,sigma_ion,1.49303e-03,S/cm,0,62,ok,digitized
S2,S2c,uC-Li6PS5Cl,uC,fab 486.73 MPa,stack_pressure,48.64,MPa,sigma_ion,1.69809e-03,S/cm,0,63,ok,digitized
S2,S2c,uC-Li6PS5Cl,uC,fab 486.73 MPa,stack_pressure,58.31,MPa,sigma_ion,1.86895e-03,S/cm,0,64,ok,digitized
S2,S2c,uC-Li6PS5Cl,uC,fab 486.73 MPa,stack_pressure,68.01,MPa,sigma_ion,2.02375e-03,S/cm,0,61,ok,digitized
S2,S2c,uC-Li6PS5Cl,uC,fab 486.73 MPa,stack_pressure,77.74,MPa,sigma_ion,2.16569e-03,S/cm,0,63,ok,digitized
S2,S2c,uC-Li6PS5Cl,uC,fab 486.73 MPa,stack_pressure,87.52,MPa,sigma_ion,2.30055e-03,S/cm,7,64,ok,digitized
S2,S2c,uC-Li6PS5Cl,uC,fab 486.73 MPa,stack_pressure,97.28,MPa,sigma_ion,2.42232e-03,S/cm,4,63,ok,digitized
S2,S2c,uC-Li6PS5Cl,uC,fab 486.73 MPa,stack_pressure,145.95,MPa,sigma_ion,2.93640e-03,S/cm,0,63,ok,digitized
S2,S2c,uC-Li6PS5Cl,uC,fab 486.73 MPa,stack_pressure,194.43,MPa,sigma_ion,3.14671e-03,S/cm,0,63,ok,digitized
S2,S2c,uC-Li6PS5Cl,uC,fab 486.73 MPa,stack_pressure,243.27,MPa,sigma_ion,3.22515e-03,S/cm,0,63,ok,digitized
S2,S2c,uC-Li6PS5Cl,uC,fab 486.73 MPa,stack_pressure,291.93,MPa,sigma_ion,3.23083e-03,S/cm,0,64,ok,digitized
S2,S2c,uC-Li6PS5Cl,uC,fab 486.73 MPa,stack_pressure,389.24,MPa,sigma_ion,3.17058e-03,S/cm,0,61,ok,digitized
S2,S2c,uC-Li6PS5Cl,uC,fab 486.73 MPa,stack_pressure,486.62,MPa,sigma_ion,3.05646e-03,S/cm,0,63,ok,digitized
S2,S2c,uC-Li6PS5Cl,uC,fab 97.34 MPa,stack_pressure,0.54,MPa,sigma_ion,3.61175e-04,S/cm,0,10,occluded,digitized
S2,S2c,uC-Li6PS5Cl,uC,fab 97.34 MPa,stack_pressure,1.74,MPa,sigma_ion,5.02561e-04,S/cm,0,12,occluded,digitized
S2,S2c,uC-Li6PS5Cl,uC,fab 97.34 MPa,stack_pressure,2.61,MPa,sigma_ion,6.63822e-04,S/cm,0,20,occluded,digitized
S2,S2c,uC-Li6PS5Cl,uC,fab 97.34 MPa,stack_pressure,3.66,MPa,sigma_ion,8.39420e-04,S/cm,0,42,ok,digitized
S2,S2c,uC-Li6PS5Cl,uC,fab 97.34 MPa,stack_pressure,4.71,MPa,sigma_ion,9.81360e-04,S/cm,1,26,ok,digitized
S2,S2c,uC-Li6PS5Cl,uC,fab 97.34 MPa,stack_pressure,5.71,MPa,sigma_ion,1.08382e-03,S/cm,15,10,occluded,digitized
S2,S2c,uC-Li6PS5Cl,uC,fab 97.34 MPa,stack_pressure,19.34,MPa,sigma_ion,1.65426e-03,S/cm,0,65,ok,digitized
S2,S2c,uC-Li6PS5Cl,uC,fab 97.34 MPa,stack_pressure,29.02,MPa,sigma_ion,1.85521e-03,S/cm,5,62,ok,digitized
S2,S2c,uC-Li6PS5Cl,uC,fab 97.34 MPa,stack_pressure,38.71,MPa,sigma_ion,1.97989e-03,S/cm,26,21,occluded,digitized
S2,S2c,uC-Li6PS5Cl,uC,fab 97.34 MPa,stack_pressure,48.63,MPa,sigma_ion,2.06390e-03,S/cm,34,62,ok,digitized
S2,S2c,uC-Li6PS5Cl,uC,fab 97.34 MPa,stack_pressure,58.30,MPa,sigma_ion,2.12256e-03,S/cm,59,61,neighbor_overlap,digitized
S2,S2c,uC-Li6PS5Cl,uC,fab 97.34 MPa,stack_pressure,68.03,MPa,sigma_ion,2.16400e-03,S/cm,44,48,neighbor_overlap,digitized
S2,S2c,uC-Li6PS5Cl,uC,fab 97.34 MPa,stack_pressure,77.00,MPa,sigma_ion,2.20050e-03,S/cm,46,21,occluded,digitized
S2,S2c,uC-Li6PS5Cl,uC,fab 97.34 MPa,stack_pressure,87.45,MPa,sigma_ion,2.24615e-03,S/cm,30,39,ok,digitized
S2,S2c,uC-Li6PS5Cl,uC,fab 97.34 MPa,stack_pressure,97.19,MPa,sigma_ion,2.33000e-03,S/cm,8,60,ok,digitized
S2,S2d,uC-Li5.5PS4.5Cl1.5,uC,fab 194.69 MPa,stack_pressure,1.76,MPa,sigma_ion,3.15936e-04,S/cm,0,67,ok,digitized
S2,S2d,uC-Li5.5PS4.5Cl1.5,uC,fab 194.69 MPa,stack_pressure,4.94,MPa,sigma_ion,7.64814e-04,S/cm,6,10,occluded,digitized
S2,S2d,uC-Li5.5PS4.5Cl1.5,uC,fab 194.69 MPa,stack_pressure,28.97,MPa,sigma_ion,2.71742e-03,S/cm,0,32,ok,digitized
S2,S2d,uC-Li5.5PS4.5Cl1.5,uC,fab 194.69 MPa,stack_pressure,38.86,MPa,sigma_ion,3.05368e-03,S/cm,0,17,occluded,digitized
S2,S2d,uC-Li5.5PS4.5Cl1.5,uC,fab 194.69 MPa,stack_pressure,67.98,MPa,sigma_ion,3.56312e-03,S/cm,16,28,ok,digitized
S2,S2d,uC-Li5.5PS4.5Cl1.5,uC,fab 194.69 MPa,stack_pressure,77.68,MPa,sigma_ion,3.65270e-03,S/cm,30,38,ok,digitized
S2,S2d,uC-Li5.5PS4.5Cl1.5,uC,fab 194.69 MPa,stack_pressure,87.35,MPa,sigma_ion,3.70803e-03,S/cm,28,27,ok,digitized
S2,S2d,uC-Li5.5PS4.5Cl1.5,uC,fab 194.69 MPa,stack_pressure,97.31,MPa,sigma_ion,3.74847e-03,S/cm,12,13,occluded,digitized
S2,S2d,uC-Li5.5PS4.5Cl1.5,uC,fab 194.69 MPa,stack_pressure,145.91,MPa,sigma_ion,3.86529e-03,S/cm,0,56,ok,digitized
S2,S2d,uC-Li5.5PS4.5Cl1.5,uC,fab 194.69 MPa,stack_pressure,194.49,MPa,sigma_ion,3.89081e-03,S/cm,0,50,ok,digitized
S2,S2d,uC-Li5.5PS4.5Cl1.5,uC,fab 292.03 MPa,stack_pressure,0.92,MPa,sigma_ion,4.26746e-04,S/cm,2,36,ok,digitized
S2,S2d,uC-Li5.5PS4.5Cl1.5,uC,fab 292.03 MPa,stack_pressure,9.65,MPa,sigma_ion,1.48886e-03,S/cm,7,14,occluded,digitized
S2,S2d,uC-Li5.5PS4.5Cl1.5,uC,fab 292.03 MPa,stack_pressure,9.81,MPa,sigma_ion,1.51639e-03,S/cm,7,16,occluded,digitized
S2,S2d,uC-Li5.5PS4.5Cl1.5,uC,fab 292.03 MPa,stack_pressure,19.29,MPa,sigma_ion,2.21528e-03,S/cm,0,62,ok,digitized
S2,S2d,uC-Li5.5PS4.5Cl1.5,uC,fab 292.03 MPa,stack_pressure,38.85,MPa,sigma_ion,2.97369e-03,S/cm,0,23,occluded,digitized
S2,S2d,uC-Li5.5PS4.5Cl1.5,uC,fab 292.03 MPa,stack_pressure,48.67,MPa,sigma_ion,3.19733e-03,S/cm,6,48,ok,digitized
S2,S2d,uC-Li5.5PS4.5Cl1.5,uC,fab 292.03 MPa,stack_pressure,58.33,MPa,sigma_ion,3.35658e-03,S/cm,15,64,ok,digitized
S2,S2d,uC-Li5.5PS4.5Cl1.5,uC,fab 292.03 MPa,stack_pressure,67.95,MPa,sigma_ion,3.48246e-03,S/cm,42,64,neighbor_overlap,digitized
S2,S2d,uC-Li5.5PS4.5Cl1.5,uC,fab 292.03 MPa,stack_pressure,77.66,MPa,sigma_ion,3.58194e-03,S/cm,57,65,neighbor_overlap,digitized
S2,S2d,uC-Li5.5PS4.5Cl1.5,uC,fab 292.03 MPa,stack_pressure,87.34,MPa,sigma_ion,3.65939e-03,S/cm,66,62,neighbor_overlap,digitized
S2,S2d,uC-Li5.5PS4.5Cl1.5,uC,fab 292.03 MPa,stack_pressure,97.27,MPa,sigma_ion,3.72130e-03,S/cm,30,61,ok,digitized
S2,S2d,uC-Li5.5PS4.5Cl1.5,uC,fab 292.03 MPa,stack_pressure,145.90,MPa,sigma_ion,3.95596e-03,S/cm,0,60,ok,digitized
S2,S2d,uC-Li5.5PS4.5Cl1.5,uC,fab 292.03 MPa,stack_pressure,194.45,MPa,sigma_ion,3.97435e-03,S/cm,0,64,ok,digitized
S2,S2d,uC-Li5.5PS4.5Cl1.5,uC,fab 292.03 MPa,stack_pressure,243.21,MPa,sigma_ion,3.90034e-03,S/cm,0,63,ok,digitized
S2,S2d,uC-Li5.5PS4.5Cl1.5,uC,fab 292.03 MPa,stack_pressure,291.94,MPa,sigma_ion,3.84814e-03,S/cm,0,65,ok,digitized
S2,S2d,uC-Li5.5PS4.5Cl1.5,uC,fab 389.30 MPa,stack_pressure,1.96,MPa,sigma_ion,6.12156e-04,S/cm,0,45,ok,digitized
S2,S2d,uC-Li5.5PS4.5Cl1.5,uC,fab 389.30 MPa,stack_pressure,4.29,MPa,sigma_ion,7.88049e-04,S/cm,6,33,ok,digitized
S2,S2d,uC-Li5.5PS4.5Cl1.5,uC,fab 389.30 MPa,stack_pressure,5.31,MPa,sigma_ion,9.62328e-04,S/cm,12,35,ok,digitized
S2,S2d,uC-Li5.5PS4.5Cl1.5,uC,fab 389.30 MPa,stack_pressure,7.08,MPa,sigma_ion,1.11624e-03,S/cm,19,37,ok,digitized
S2,S2d,uC-Li5.5PS4.5Cl1.5,uC,fab 389.30 MPa,stack_pressure,9.61,MPa,sigma_ion,1.27277e-03,S/cm,28,32,ok,digitized
S2,S2d,uC-Li5.5PS4.5Cl1.5,uC,fab 389.30 MPa,stack_pressure,19.38,MPa,sigma_ion,2.10501e-03,S/cm,0,68,ok,digitized
S2,S2d,uC-Li5.5PS4.5Cl1.5,uC,fab 389.30 MPa,stack_pressure,29.03,MPa,sigma_ion,2.65111e-03,S/cm,0,65,ok,digitized
S2,S2d,uC-Li5.5PS4.5Cl1.5,uC,fab 389.30 MPa,stack_pressure,38.88,MPa,sigma_ion,3.01618e-03,S/cm,0,63,ok,digitized
S2,S2d,uC-Li5.5PS4.5Cl1.5,uC,fab 389.30 MPa,stack_pressure,48.62,MPa,sigma_ion,3.27616e-03,S/cm,0,65,ok,digitized
S2,S2d,uC-Li5.5PS4.5Cl1.5,uC,fab 389.30 MPa,stack_pressure,58.31,MPa,sigma_ion,3.47615e-03,S/cm,3,63,ok,digitized
S2,S2d,uC-Li5.5PS4.5Cl1.5,uC,fab 389.30 MPa,stack_pressure,68.04,MPa,sigma_ion,3.64007e-03,S/cm,17,61,ok,digitized
S2,S2d,uC-Li5.5PS4.5Cl1.5,uC,fab 389.30 MPa,stack_pressure,77.68,MPa,sigma_ion,3.77115e-03,S/cm,33,66,ok,digitized
S2,S2d,uC-Li5.5PS4.5Cl1.5,uC,fab 389.30 MPa,stack_pressure,87.52,MPa,sigma_ion,3.87847e-03,S/cm,50,62,neighbor_overlap,digitized
S2,S2d,uC-Li5.5PS4.5Cl1.5,uC,fab 389.30 MPa,stack_pressure,97.20,MPa,sigma_ion,3.96859e-03,S/cm,23,62,ok,digitized
S2,S2d,uC-Li5.5PS4.5Cl1.5,uC,fab 389.30 MPa,stack_pressure,145.78,MPa,sigma_ion,4.31227e-03,S/cm,0,63,ok,digitized
S2,S2d,uC-Li5.5PS4.5Cl1.5,uC,fab 389.30 MPa,stack_pressure,194.58,MPa,sigma_ion,4.41120e-03,S/cm,0,64,ok,digitized
S2,S2d,uC-Li5.5PS4.5Cl1.5,uC,fab 389.30 MPa,stack_pressure,243.24,MPa,sigma_ion,4.38138e-03,S/cm,0,65,ok,digitized
S2,S2d,uC-Li5.5PS4.5Cl1.5,uC,fab 389.30 MPa,stack_pressure,291.94,MPa,sigma_ion,4.27069e-03,S/cm,0,64,ok,digitized
S2,S2d,uC-Li5.5PS4.5Cl1.5,uC,fab 389.30 MPa,stack_pressure,389.23,MPa,sigma_ion,3.98629e-03,S/cm,0,67,ok,digitized
S2,S2d,uC-Li5.5PS4.5Cl1.5,uC,fab 486.73 MPa,stack_pressure,0.97,MPa,sigma_ion,5.11629e-04,S/cm,0,66,ok,digitized
S2,S2d,uC-Li5.5PS4.5Cl1.5,uC,fab 486.73 MPa,stack_pressure,1.85,MPa,sigma_ion,6.96752e-04,S/cm,0,65,ok,digitized
S2,S2d,uC-Li5.5PS4.5Cl1.5,uC,fab 486.73 MPa,stack_pressure,2.85,MPa,sigma_ion,8.76256e-04,S/cm,6,64,ok,digitized
S2,S2d,uC-Li5.5PS4.5Cl1.5,uC,fab 486.73 MPa,stack_pressure,3.83,MPa,sigma_ion,1.04187e-03,S/cm,14,66,ok,digitized
S2,S2d,uC-Li5.5PS4.5Cl1.5,uC,fab 486.73 MPa,stack_pressure,4.56,MPa,sigma_ion,1.19794e-03,S/cm,30,66,ok,digitized
S2,S2d,uC-Li5.5PS4.5Cl1.5,uC,fab 486.73 MPa,stack_pressure,5.61,MPa,sigma_ion,1.33543e-03,S/cm,49,66,neighbor_overlap,digitized
S2,S2d,uC-Li5.5PS4.5Cl1.5,uC,fab 486.73 MPa,stack_pressure,6.67,MPa,sigma_ion,1.46850e-03,S/cm,64,68,neighbor_overlap,digitized
S2,S2d,uC-Li5.5PS4.5Cl1.5,uC,fab 486.73 MPa,stack_pressure,7.82,MPa,sigma_ion,1.58351e-03,S/cm,76,70,neighbor_overlap,digitized
S2,S2d,uC-Li5.5PS4.5Cl1.5,uC,fab 486.73 MPa,stack_pressure,8.60,MPa,sigma_ion,1.68479e-03,S/cm,82,70,neighbor_overlap,digitized
S2,S2d,uC-Li5.5PS4.5Cl1.5,uC,fab 486.73 MPa,stack_pressure,9.57,MPa,sigma_ion,1.77223e-03,S/cm,45,71,neighbor_overlap,digitized
S2,S2d,uC-Li5.5PS4.5Cl1.5,uC,fab 486.73 MPa,stack_pressure,19.27,MPa,sigma_ion,2.58953e-03,S/cm,0,66,ok,digitized
S2,S2d,uC-Li5.5PS4.5Cl1.5,uC,fab 486.73 MPa,stack_pressure,28.94,MPa,sigma_ion,3.07722e-03,S/cm,0,64,ok,digitized
S2,S2d,uC-Li5.5PS4.5Cl1.5,uC,fab 486.73 MPa,stack_pressure,38.86,MPa,sigma_ion,3.40931e-03,S/cm,0,63,ok,digitized
S2,S2d,uC-Li5.5PS4.5Cl1.5,uC,fab 486.73 MPa,stack_pressure,48.63,MPa,sigma_ion,3.65575e-03,S/cm,0,64,ok,digitized
S2,S2d,uC-Li5.5PS4.5Cl1.5,uC,fab 486.73 MPa,stack_pressure,58.33,MPa,sigma_ion,3.84638e-03,S/cm,7,66,ok,digitized
S2,S2d,uC-Li5.5PS4.5Cl1.5,uC,fab 486.73 MPa,stack_pressure,68.04,MPa,sigma_ion,3.99613e-03,S/cm,26,63,ok,digitized
S2,S2d,uC-Li5.5PS4.5Cl1.5,uC,fab 486.73 MPa,stack_pressure,77.67,MPa,sigma_ion,4.11450e-03,S/cm,43,65,neighbor_overlap,digitized
S2,S2d,uC-Li5.5PS4.5Cl1.5,uC,fab 486.73 MPa,stack_pressure,87.55,MPa,sigma_ion,4.21089e-03,S/cm,56,62,neighbor_overlap,digitized
S2,S2d,uC-Li5.5PS4.5Cl1.5,uC,fab 486.73 MPa,stack_pressure,97.25,MPa,sigma_ion,4.28818e-03,S/cm,28,64,ok,digitized
S2,S2d,uC-Li5.5PS4.5Cl1.5,uC,fab 486.73 MPa,stack_pressure,145.88,MPa,sigma_ion,4.59512e-03,S/cm,0,60,ok,digitized
S2,S2d,uC-Li5.5PS4.5Cl1.5,uC,fab 486.73 MPa,stack_pressure,194.49,MPa,sigma_ion,4.67647e-03,S/cm,0,62,ok,digitized
S2,S2d,uC-Li5.5PS4.5Cl1.5,uC,fab 486.73 MPa,stack_pressure,243.25,MPa,sigma_ion,4.64669e-03,S/cm,0,64,ok,digitized
S2,S2d,uC-Li5.5PS4.5Cl1.5,uC,fab 486.73 MPa,stack_pressure,291.93,MPa,sigma_ion,4.54516e-03,S/cm,0,64,ok,digitized
S2,S2d,uC-Li5.5PS4.5Cl1.5,uC,fab 486.73 MPa,stack_pressure,389.22,MPa,sigma_ion,4.24982e-03,S/cm,0,62,ok,digitized
S2,S2d,uC-Li5.5PS4.5Cl1.5,uC,fab 486.73 MPa,stack_pressure,486.69,MPa,sigma_ion,3.90845e-03,S/cm,0,64,ok,digitized
S2,S2d,uC-Li5.5PS4.5Cl1.5,uC,fab 97.34 MPa,stack_pressure,28.95,MPa,sigma_ion,2.41479e-03,S/cm,0,65,ok,digitized
S2,S2d,uC-Li5.5PS4.5Cl1.5,uC,fab 97.34 MPa,stack_pressure,38.76,MPa,sigma_ion,2.61265e-03,S/cm,13,62,ok,digitized
S2,S2d,uC-Li5.5PS4.5Cl1.5,uC,fab 97.34 MPa,stack_pressure,48.66,MPa,sigma_ion,2.74041e-03,S/cm,47,62,neighbor_overlap,digitized
S2,S2d,uC-Li5.5PS4.5Cl1.5,uC,fab 97.34 MPa,stack_pressure,58.34,MPa,sigma_ion,2.81707e-03,S/cm,69,64,neighbor_overlap,digitized
S2,S2d,uC-Li5.5PS4.5Cl1.5,uC,fab 97.34 MPa,stack_pressure,67.99,MPa,sigma_ion,2.86926e-03,S/cm,69,66,neighbor_overlap,digitized
S2,S2d,uC-Li5.5PS4.5Cl1.5,uC,fab 97.34 MPa,stack_pressure,77.77,MPa,sigma_ion,2.91829e-03,S/cm,68,62,neighbor_overlap,digitized
S2,S2d,uC-Li5.5PS4.5Cl1.5,uC,fab 97.34 MPa,stack_pressure,87.56,MPa,sigma_ion,2.99193e-03,S/cm,60,60,neighbor_overlap,digitized
S2,S2d,uC-Li5.5PS4.5Cl1.5,uC,fab 97.34 MPa,stack_pressure,97.26,MPa,sigma_ion,3.08377e-03,S/cm,23,60,ok,digitized
S3,S3,AM-80Li2S-20P2S5,,darkred circle,fabrication_pressure,97.34,MPa,density,1.3157,g/cm3,,95,ok,digitized
S3,S3,AM-80Li2S-20P2S5,,darkred circle,fabrication_pressure,389.30,MPa,density,1.6664,g/cm3,,96,ok,digitized
S3,S3,AM-80Li2S-20P2S5,,darkred circle,fabrication_pressure,486.73,MPa,density,1.7959,g/cm3,,97,ok,digitized
S3,S3,uC-LGPS,,darkred square,fabrication_pressure,389.30,MPa,density,1.7253,g/cm3,,99,ok,digitized
S3,S3,uC-LGPS,,darkred square,fabrication_pressure,486.73,MPa,density,1.7491,g/cm3,,90,ok,digitized
S3,S3,darkred (unassigned),,darkred unassigned,fabrication_pressure,97.34,MPa,density,1.4308,g/cm3,,88,overlap_not_separable,digitized
S3,S3,darkred (unassigned),,darkred unassigned,fabrication_pressure,194.69,MPa,density,1.5055,g/cm3,,106,overlap_not_separable,digitized
S3,S3,darkred (unassigned),,darkred unassigned,fabrication_pressure,292.03,MPa,density,1.6063,g/cm3,,107,overlap_not_separable,digitized
S3,S3,GC-Li6PS5Cl,,green circle,fabrication_pressure,97.34,MPa,density,1.3491,g/cm3,,82,ok,digitized
S3,S3,GC-Li6PS5Cl,,green circle,fabrication_pressure,194.69,MPa,density,1.3656,g/cm3,,91,ok,digitized
S3,S3,GC-Li6PS5Cl,,green circle,fabrication_pressure,292.03,MPa,density,1.4595,g/cm3,,94,ok,digitized
S3,S3,GC-Li6PS5Cl,,green circle,fabrication_pressure,389.30,MPa,density,1.4976,g/cm3,,91,ok,digitized
S3,S3,GC-Li6PS5Cl,,green circle,fabrication_pressure,486.73,MPa,density,1.4737,g/cm3,,92,ok,digitized
S3,S3,uC-Li6PS5Cl,,green square,fabrication_pressure,194.69,MPa,density,1.4718,g/cm3,,80,ok,digitized
S3,S3,uC-Li6PS5Cl,,green square,fabrication_pressure,292.03,MPa,density,1.5425,g/cm3,,81,ok,digitized
S3,S3,uC-Li6PS5Br,,orange square,fabrication_pressure,194.69,MPa,density,1.6784,g/cm3,,100,ok,digitized
